chrom	start	end	gene	distance	peak_type
chr1	9691481	9692313	Vxn	0	distal
chr1	9697323	9698247	2610203C22Rik	3122	distal
chr1	9697323	9698247	Vxn	0	distal
chr1	9700146	9701047	2610203C22Rik	322	distal
chr1	9701553	9702389	2610203C22Rik	-159	promoter
chr1	9728568	9729069	Gm29520	-17762	distal
chr1	9729165	9729615	Gm29520	-18359	distal
chr1	9765834	9766565	Mybl1	3684	distal
chr1	9766720	9767470	Mybl1	2779	distal
chr1	9770290	9771188	Mybl1	0	promoter
chr1	9818276	9819177	1700034P13Rik	0	promoter
chr1	9818276	9819177	Vcpip1	0	promoter
chr1	9838624	9839601	1700034P13Rik	19811	distal
chr1	9842842	9843682	1700034P13Rik	24029	distal
chr1	9867879	9868762	Sgk3	0	promoter
chr1	9908925	9909805	Sgk3	-8692	distal
chr1	9911787	9912651	Sgk3	-5846	distal
chr1	9918144	9919008	Sgk3	0	promoter
chr1	9920292	9921093	Sgk3	1671	distal
chr1	9972727	9973646	Snhg6	0	distal
chr1	9972727	9973646	Mcmdc2	-5217	distal
chr1	9991336	9992263	Snhg6	0	distal
chr1	9991336	9992263	Mcmdc2	9798	distal
chr1	10001709	10002700	Mcmdc2	0	distal
chr1	10001709	10002700	Snhg6	11610	distal
chr1	10013889	10014781	Snhg6	0	promoter
chr1	10037365	10037707	Tcf24	450	distal
chr1	10037839	10038585	Tcf24	0	promoter
chr1	10051609	10052482	Ppp1r42	0	distal
chr1	10051609	10052482	Gm15818	-130	promoter
chr1	10055376	10056297	Ppp1r42	0	distal
chr1	10055376	10056297	Gm15818	2765	distal
chr1	10058423	10059311	Ppp1r42	0	distal
chr1	10058423	10059311	Gm15818	0	distal
chr1	10058423	10059311	Gm57177	2857	distal
chr1	10060001	10060850	Gm57177	1318	distal
chr1	10060001	10060850	Gm15818	0	distal
chr1	10060001	10060850	Ppp1r42	0	distal
chr1	10077150	10078015	Ppp1r42	1346	distal
chr1	10078927	10079816	Ppp1r42	0	promoter
chr1	10107807	10108676	Cops5	0	promoter
chr1	10107807	10108676	Cspp1	0	promoter
chr1	10109732	10110601	Cspp1	0	promoter
chr1	10159476	10160332	Cspp1	42759	distal
chr1	10212836	10213716	Arfgef1	89179	distal
chr1	10240051	10240868	Arfgef1	62027	distal
chr1	10302856	10303728	Arfgef1	0	promoter
chr1	10308881	10309859	Arfgef1	-5987	distal
chr1	10317834	10318665	Arfgef1	-14940	distal
chr1	10326563	10327036	Arfgef1	-23669	distal
chr1	10327163	10327916	Arfgef1	-24269	distal
chr1	10349037	10349948	Arfgef1	-46143	distal
chr1	10355414	10356335	Arfgef1	-52520	distal
chr1	10377445	10378258	Arfgef1	-74551	distal
chr1	10829850	10830702	Cpa6	-39681	distal
chr1	11060831	11061689	Prex2	-2000	distal
chr1	11063345	11064219	Prex2	0	promoter
chr1	11159468	11160400	Prex2	95780	distal
chr1	11221070	11221876	Prex2	157382	distal
chr1	11471220	11472123	A830018L16Rik	-12206	distal
chr1	11484028	11484877	A830018L16Rik	0	promoter
chr1	11821945	11822881	A830018L16Rik	0	distal
chr1	12767933	12768833	Sulf1	5178	distal
chr1	12945459	12946366	Slco5a1	114772	distal
chr1	13024173	13025060	Slco5a1	36078	distal
chr1	13059826	13060571	Slco5a1	567	distal
chr1	13060938	13061742	Slco5a1	0	promoter
chr1	13062438	13063297	Slco5a1	0	promoter
chr1	13121967	13122885	Gm29283	-16177	distal
chr1	13171405	13172182	Prdm14	25205	distal
chr1	13173541	13174436	Prdm14	22951	distal
chr1	13208208	13209076	Prdm14	-10822	distal
chr1	13241142	13242022	Prdm14	-43756	distal
chr1	13241142	13242022	Ncoa2	0	distal
chr1	13266769	13267694	Prdm14	-69383	distal
chr1	13266769	13267694	Ncoa2	0	distal
chr1	13272162	13273077	Ncoa2	0	distal
chr1	13272162	13273077	Prdm14	-74776	distal
chr1	13276868	13277770	Prdm14	-79482	distal
chr1	13276868	13277770	Ncoa2	0	distal
chr1	13286768	13287660	Prdm14	-89382	distal
chr1	13286768	13287660	Ncoa2	0	distal
chr1	13289251	13290160	Prdm14	-91865	distal
chr1	13289251	13290160	Ncoa2	0	distal
chr1	13294681	13295540	Prdm14	-97295	distal
chr1	13294681	13295540	Ncoa2	0	distal
chr1	13336923	13337673	Ncoa2	104990	distal
chr1	13342273	13343226	Ncoa2	99437	distal
chr1	13357257	13358000	Ncoa2	84663	distal
chr1	13358215	13359086	Ncoa2	83577	distal
chr1	13370277	13371270	Ncoa2	71393	distal
chr1	13377958	13378828	Ncoa2	63835	distal
chr1	13384022	13384898	Ncoa2	57765	distal
chr1	13437672	13438479	Ncoa2	4184	distal
chr1	13442539	13443395	Ncoa2	0	promoter
chr1	13444003	13444844	Ncoa2	0	promoter
chr1	13496429	13497294	Gm29570	50136	distal
chr1	13601493	13602391	Tram1	57743	distal
chr1	13631480	13632366	Tram1	27768	distal
chr1	13633248	13634176	Tram1	25958	distal
chr1	13645038	13645971	Tram1	14163	distal
chr1	13659670	13660484	Tram1	0	promoter
chr1	13713132	13714080	Lactb2	16690	distal
chr1	13716454	13717336	Lactb2	13434	distal
chr1	13726136	13727009	Lactb2	3761	distal
chr1	13730324	13731197	Lactb2	0	promoter
chr1	13739550	13740387	Xkr9	556	distal
chr1	13745446	13746285	Xkr9	6452	distal
chr1	13747790	13748603	Xkr9	8796	distal
chr1	13748691	13749713	Xkr9	9697	distal
chr1	13750067	13750836	Xkr9	11073	distal
chr1	13769536	13770412	Xkr9	30542	distal
chr1	13776323	13777182	Xkr9	37329	distal
chr1	13931213	13932098	Xkr9	192219	distal
chr1	14178428	14179328	Eya1	195466	distal
chr1	14198187	14199035	Eya1	175759	distal
chr1	14379710	14380594	Eya1	0	promoter
chr1	14425246	14426224	Eya1	-44788	distal
chr1	14430031	14430880	Eya1	-49573	distal
chr1	14535022	14535945	Eya1	-154564	distal
chr1	14576527	14577478	Eya1	-196069	distal
chr1	14809771	14810768	Gm9947	-12393	distal
chr1	14988636	14989559	Trpa1	0	promoter
chr1	15356556	15357522	Kcnb2	0	promoter
chr1	15680698	15681515	Kcnb2	0	distal
chr1	15680698	15681515	Terf1	-194355	distal
chr1	15685564	15686468	Terf1	-189402	distal
chr1	15685564	15686468	Kcnb2	0	distal
chr1	15691532	15692723	Kcnb2	0	distal
chr1	15691532	15692723	Terf1	-183147	distal
chr1	15714604	15715478	Kcnb2	0	distal
chr1	15714604	15715478	Terf1	-160392	distal
chr1	15825068	15825925	Terf1	-49945	distal
chr1	15866300	15867224	Terf1	-8646	distal
chr1	15868803	15869641	Terf1	-6229	distal
chr1	15870321	15871224	Terf1	-4646	distal
chr1	15875495	15876327	Terf1	0	promoter
chr1	15884894	15885792	Terf1	9007	distal
chr1	15886855	15887726	Terf1	10968	distal
chr1	15962348	15963297	Sbspon	0	promoter
chr1	15972390	15973390	Sbspon	-9445	distal
chr1	16063558	16064463	4930444P10Rik	86973	distal
chr1	16120738	16121769	4930444P10Rik	29667	distal
chr1	16128657	16129570	4930444P10Rik	21866	distal
chr1	16162986	16163878	4930444P10Rik	0	promoter
chr1	16175030	16175662	Rpl7	-145	promoter
chr1	16181737	16182622	Rdh10	5740	distal
chr1	16241998	16242781	Gm28095	-55949	distal
chr1	16256263	16257179	Gm28095	-41551	distal
chr1	16269254	16270134	Gm28095	-28596	distal
chr1	16272104	16273107	Gm28095	-25623	distal
chr1	16286248	16287122	Gm28095	-11608	distal
chr1	16295263	16296130	Gm28095	-2600	distal
chr1	16298113	16298988	Stau2	0	distal
chr1	16298113	16298988	Gm28095	0	promoter
chr1	16342136	16342998	Stau2	0	distal
chr1	16342136	16342998	Gm7568	18321	distal
chr1	16467282	16468151	Stau2	121284	distal
chr1	16482413	16483351	Stau2	106084	distal
chr1	16510168	16511053	Stau2	78382	distal
chr1	16588970	16589859	Stau2	0	promoter
chr1	16667094	16667974	Ube2w	21562	distal
chr1	16673765	16674783	Ube2w	14753	distal
chr1	16675137	16675960	Ube2w	13576	distal
chr1	16676978	16677838	Ube2w	11698	distal
chr1	16689109	16689969	Ube2w	0	promoter
chr1	16726801	16727724	Eloc	0	promoter
chr1	16735132	16735960	Tmem70	0	promoter
chr1	16744228	16744983	Tmem70	8795	distal
chr1	16745402	16746253	Tmem70	9969	distal
chr1	16758427	16759245	Ly96	0	promoter
chr1	16868337	16869231	Gm28376	-99178	distal
chr1	17161864	17162406	Jph1	5707	distal
chr1	17167670	17168536	Jph1	0	promoter
chr1	17193302	17194196	Gm28783	-775	promoter
chr1	19166798	19167690	Gm15825	0	distal
chr1	19166798	19167690	Tfap2d	-5556	distal
chr1	19275759	19276543	Tfap2b	-2595	distal
chr1	19280952	19281759	Tfap2b	-519	promoter
chr1	19281924	19282726	Tfap2b	0	promoter
chr1	19284204	19284974	Tfap2b	1927	distal
chr1	19295969	19296810	Tfap2b	13692	distal
chr1	19301203	19301929	Tfap2b	0	distal
chr1	19301203	19301929	Gm28340	-11020	distal
chr1	19306639	19307468	Tfap2b	0	distal
chr1	19306639	19307468	Gm28340	-5481	distal
chr1	19314969	19315855	Gm28340	2021	distal
chr1	19360998	19361869	Gm28340	48050	distal
chr1	19391565	19392432	Gm28340	78617	distal
chr1	19458761	19459655	Gm28340	145813	distal
chr1	19491127	19492003	Gm28340	178179	distal
chr1	19528538	19529547			intergenic
chr1	19543515	19544423			intergenic
chr1	19567870	19568754			intergenic
chr1	19592666	19593496			intergenic
chr1	19601379	19602294			intergenic
chr1	19604912	19605843			intergenic
chr1	19690872	19691804			intergenic
chr1	20202160	20203010	Pkhd1	0	distal
chr1	20210872	20211753	Pkhd1	0	distal
chr1	20220620	20221398	Pkhd1	0	distal
chr1	20222948	20223802	Pkhd1	0	distal
chr1	20276615	20277469	Pkhd1	0	distal
chr1	20276615	20277469	4930486I03Rik	-149207	distal
chr1	20391842	20392342	Pkhd1	0	distal
chr1	20391842	20392342	4930486I03Rik	-34334	distal
chr1	20396084	20396995	4930486I03Rik	-29681	distal
chr1	20396084	20396995	Pkhd1	0	distal
chr1	20434419	20435296	4930486I03Rik	7744	distal
chr1	20434419	20435296	Pkhd1	0	distal
chr1	20464906	20465780	4930486I03Rik	38231	distal
chr1	20464906	20465780	Pkhd1	0	distal
chr1	20468278	20469159	4930486I03Rik	41603	distal
chr1	20468278	20469159	Pkhd1	0	distal
chr1	20473120	20474128	4930486I03Rik	46445	distal
chr1	20473120	20474128	Pkhd1	0	distal
chr1	20492304	20493116	4930486I03Rik	65629	distal
chr1	20492304	20493116	Pkhd1	0	distal
chr1	20509730	20510445	4930486I03Rik	83055	distal
chr1	20509730	20510445	Pkhd1	0	distal
chr1	20524625	20525542	4930486I03Rik	97950	distal
chr1	20524625	20525542	Pkhd1	0	distal
chr1	20547610	20548656	4930486I03Rik	120935	distal
chr1	20547610	20548656	Pkhd1	0	distal
chr1	20556006	20556776	4930486I03Rik	129331	distal
chr1	20556006	20556776	Pkhd1	0	distal
chr1	20563972	20564684	Pkhd1	123604	distal
chr1	20577898	20578833	Pkhd1	109455	distal
chr1	20595538	20596395	Pkhd1	91893	distal
chr1	20601679	20602550	Pkhd1	85738	distal
chr1	20614470	20615297	Pkhd1	72991	distal
chr1	20665586	20666530	Pkhd1	21758	distal
chr1	20675455	20676341	Pkhd1	11947	distal
chr1	20687912	20688812	Pkhd1	0	promoter
chr1	20689366	20690232	Pkhd1	-1079	distal
chr1	20724020	20724839	Lincmd1	-15267	distal
chr1	20728390	20729265	Lincmd1	-10841	distal
chr1	20735431	20736224	Lincmd1	-3882	distal
chr1	20736325	20737264	Lincmd1	-2842	distal
chr1	20769961	20770821	Lincmd1	20715	distal
chr1	20774419	20775062	Lincmd1	25173	distal
chr1	20775177	20775832	Il17a	-25297	distal
chr1	20808372	20809252	Il17a	7244	distal
chr1	20868956	20869632	Il17f	-14463	distal
chr1	20869971	20870834	Il17f	-15478	distal
chr1	20871663	20872441	Il17f	-17170	distal
chr1	20890147	20891042	Mcm3	0	promoter
chr1	20960377	20961228	Paqr8	0	promoter
chr1	20960377	20961228	6720483E21Rik	0	promoter
chr1	21003406	21004357	Paqr8	10924	distal
chr1	21009016	21009889	Paqr8	0	distal
chr1	21009016	21009889	Efhc1	-12023	distal
chr1	21010337	21011064	Efhc1	-10848	distal
chr1	21021336	21022250	Efhc1	0	promoter
chr1	21072631	21073529	Tram2	0	distal
chr1	21072631	21073529	Efhc1	50720	distal
chr1	21084532	21085343	Tram2	0	distal
chr1	21084532	21085343	Efhc1	62621	distal
chr1	21142805	21143687	Tram2	5766	distal
chr1	21147198	21148119	Tram2	1334	distal
chr1	21149128	21150045	Tram2	0	promoter
chr1	21161783	21162695	Gm28287	11446	distal
chr1	21171269	21172162	Gm28287	20932	distal
chr1	21202264	21203206	Gm28287	51927	distal
chr1	21231770	21232550	Tmem14a	-56249	distal
chr1	21236212	21237107	Tmem14a	-51692	distal
chr1	21288468	21289377	Tmem14a	0	promoter
chr1	21302010	21302893	Gsta3	-7920	distal
chr1	21310243	21311145	Gsta3	0	promoter
chr1	21322781	21323604	Gm28836	0	distal
chr1	21322781	21323604	Gsta3	11951	distal
chr1	21341331	21342264	Gm28836	0	promoter
chr1	21345968	21346909	Gm28836	-4152	distal
chr1	21369778	21370660	Gm4956	0	promoter
chr1	21371625	21372617	Gm4956	-1361	distal
chr1	21375528	21376396	Gm4956	-5264	distal
chr1	21394032	21394904	Gm4956	-23768	distal
chr1	21396732	21397588	Khdc1a	-22277	distal
chr1	21398347	21399146	Khdc1a	-20719	distal
chr1	21414407	21415266	Khdc1a	-4599	distal
chr1	21481280	21482153	Kcnq5	0	distal
chr1	21481280	21482153	Khdc1b	27501	distal
chr1	21530945	21531951	Khdc1b	77166	distal
chr1	21530945	21531951	Kcnq5	0	distal
chr1	21600907	21601761	Khdc1b	147128	distal
chr1	21600907	21601761	Kcnq5	0	distal
chr1	21608364	21609259	Kcnq5	0	distal
chr1	21608364	21609259	Khdc1b	154585	distal
chr1	22031372	22032167	Kcnq5	0	promoter
chr1	22338848	22339787	Rims1	46242	distal
chr1	22344043	22344892	Rims1	41137	distal
chr1	22345436	22346296	Rims1	39733	distal
chr1	22385508	22386411	Rims1	0	promoter
chr1	22844739	22845440	Rims1	0	promoter
chr1	22919426	22920296	Rims1	-74224	distal
chr1	22934004	22934894	Rims1	-88802	distal
chr1	23013661	23014609	Ppp1r14bl	126725	distal
chr1	23100800	23101703	Ppp1r14bl	39631	distal
chr1	23100800	23101703	Gm29506	0	distal
chr1	23202235	23203135	Ppp1r14bl	-60902	distal
chr1	23202235	23203135	Gm29506	0	distal
chr1	23210160	23211021	Gm29506	63733	distal
chr1	23212191	23213009	Gm29506	61745	distal
chr1	23221367	23222371	Gm29506	52383	distal
chr1	23229520	23230468	Gm29506	44286	distal
chr1	23294872	23295678	Gm29506	-20119	distal
chr1	23300431	23301327	Gm29506	-25678	distal
chr1	23302792	23303584	Gm27028	-27034	distal
chr1	23304425	23305322	Gm27028	-25296	distal
chr1	23306804	23307819	Gm27028	-22799	distal
chr1	23310168	23311024	Gm27028	-19594	distal
chr1	23325543	23326405	Gm27028	-4213	distal
chr1	23346494	23346843	Gm29107	13685	distal
chr1	23421936	23422816	Ogfrl1	0	promoter
chr1	23428880	23429754	Ogfrl1	-6625	distal
chr1	23431657	23432524	Ogfrl1	-9402	distal
chr1	23695448	23696272	Gm28822	81781	distal
chr1	23744152	23745197	B3gat2	-55637	distal
chr1	23791951	23792988	B3gat2	-7846	distal
chr1	23793492	23793769	B3gat2	-7065	distal
chr1	23793880	23794571	B3gat2	-6263	distal
chr1	23800339	23801254	B3gat2	0	promoter
chr1	23802896	23803494	B3gat2	1805	distal
chr1	23820108	23820520	B3gat2	19017	distal
chr1	23831733	23832536	B3gat2	30642	distal
chr1	23837058	23838041	B3gat2	35967	distal
chr1	23865863	23866765	B3gat2	64772	distal
chr1	23882475	23883513	B3gat2	0	distal
chr1	23882475	23883513	Smap1	65257	distal
chr1	23960930	23961772	Smap1	0	promoter
chr1	23981861	23982618	Smap1	-20464	distal
chr1	23982966	23983827	Smap1	-21569	distal
chr1	23985888	23986817	Smap1	-24491	distal
chr1	23992894	23993906	Smap1	-31497	distal
chr1	23997152	23997956	Smap1	-35755	distal
chr1	24002403	24003355	Smap1	-41006	distal
chr1	24007193	24008090	Sdhaf4	36647	distal
chr1	24044283	24045185	Sdhaf4	0	promoter
chr1	24124857	24125694	Fam135a	13569	distal
chr1	24129414	24130180	Fam135a	9083	distal
chr1	24138979	24139875	Fam135a	0	promoter
chr1	24146566	24147435	Fam135a	-7153	distal
chr1	24173661	24174606	Fam135a	-34248	distal
chr1	24175960	24176837	Fam135a	-36547	distal
chr1	24210382	24211237	Col9a1	-5454	distal
chr1	24250138	24251063	Col9a1	15871	distal
chr1	24287919	24288799	Col9a1	53652	distal
chr1	24341364	24342369	Col9a1	107097	distal
chr1	24341364	24342369	Col19a1	0	distal
chr1	24342647	24343364	Col19a1	0	distal
chr1	24342647	24343364	Col9a1	108380	distal
chr1	24376721	24377532	Col19a1	0	distal
chr1	24376721	24377532	Col9a1	142454	distal
chr1	24386589	24387492	Col19a1	0	distal
chr1	24386589	24387492	Col9a1	152322	distal
chr1	24413681	24414498	Col9a1	179414	distal
chr1	24413681	24414498	Col19a1	0	distal
chr1	24419395	24420272	Col19a1	0	distal
chr1	24419395	24420272	Col9a1	185128	distal
chr1	24651436	24652314	Col19a1	-24884	distal
chr1	24717248	24718149	Lmbrd1	0	promoter
chr1	24720951	24721665	Lmbrd1	2945	distal
chr1	24721782	24722301	Lmbrd1	3776	distal
chr1	24736775	24737575	Lmbrd1	18769	distal
chr1	25061955	25062862	Gm29414	3451	distal
chr1	25114755	25115673	Adgrb3	0	distal
chr1	25114755	25115673	Gm29414	-48443	distal
chr1	25144219	25145094	Gm29414	-77907	distal
chr1	25144219	25145094	Adgrb3	0	distal
chr1	25196887	25197745	Adgrb3	70162	distal
chr1	25262734	25263583	Adgrb3	4324	distal
chr1	25267515	25268294	Adgrb3	0	promoter
chr1	25268398	25268942	Adgrb3	-492	promoter
chr1	25616743	25617610	Adgrb3	0	distal
chr1	25868877	25869761	Adgrb3	-90	promoter
chr1	25870123	25870882	Adgrb3	-1336	distal
chr1	26721752	26722619	4931408C20Rik	3922	distal
chr1	26724836	26725730	4931408C20Rik	811	distal
chr1	26726861	26727414	4931408C20Rik	-321	promoter
chr1	27922586	27923488	Gm5524	0	promoter
chr1	30151860	30152730			intergenic
chr1	30153091	30153919			intergenic
chr1	30666657	30667520	Gm9898	91523	distal
chr1	30779643	30780477	Gm9898	-20601	distal
chr1	30795453	30796479	Gm9898	-36411	distal
chr1	30807832	30808664	Gm9898	-48790	distal
chr1	30810633	30811525	Gm9898	-51591	distal
chr1	30822797	30823649	Gm9898	-63755	distal
chr1	30838214	30839085	Phf3	63252	distal
chr1	30840683	30841565	Phf3	60772	distal
chr1	30854665	30855430	Phf3	46907	distal
chr1	30912374	30913243	Phf3	0	promoter
chr1	30959642	30960499	Ptp4a1	27891	distal
chr1	30988472	30989308	Ptp4a1	0	promoter
chr1	31056140	31057048	4931428L18Rik	-17156	distal
chr1	31058153	31058993	4931428L18Rik	-19169	distal
chr1	31066075	31066988	4931428L18Rik	0	distal
chr1	31066075	31066988	Gm28644	-14012	distal
chr1	31072619	31073518	Gm28644	-7482	distal
chr1	31072619	31073518	4931428L18Rik	0	distal
chr1	31088884	31089832	4931428L18Rik	0	distal
chr1	31088884	31089832	Gm28644	7885	distal
chr1	31090516	31091349	4931428L18Rik	0	distal
chr1	31090516	31091349	Gm28644	9517	distal
chr1	31105911	31106788	4931428L18Rik	0	distal
chr1	31105911	31106788	Gm28644	24912	distal
chr1	31191780	31192485	4931428L18Rik	0	distal
chr1	31191780	31192485	Gm29128	16674	distal
chr1	31192816	31193870	4931428L18Rik	0	distal
chr1	31192816	31193870	Gm29128	17710	distal
chr1	31195736	31196619	Lgsn	-18863	distal
chr1	31195736	31196619	4931428L18Rik	0	distal
chr1	32133425	32134289	Khdrbs2	-77506	distal
chr1	32211349	32212235	Khdrbs2	0	promoter
chr1	32253109	32254006	Khdrbs2	41142	distal
chr1	32457930	32458772	Semp2l1	127603	distal
chr1	32457930	32458772	Khdrbs2	0	distal
chr1	32605454	32606348	Khdrbs2	0	distal
chr1	32605454	32606348	Semp2l1	-19080	distal
chr1	32652118	32652963	Semp2l1	-65744	distal
chr1	32652118	32652963	Khdrbs2	0	distal
chr1	32671459	32672356	Semp2l1	-85085	distal
chr1	32671459	32672356	Khdrbs2	0	distal
chr1	32935008	32935861	Gm37724	-168350	distal
chr1	33098915	33099775	Gm37724	-4436	distal
chr1	33100537	33101463	Gm37724	-2748	distal
chr1	33135677	33136482	Gm37724	31467	distal
chr1	33136929	33137877	Gm37724	32719	distal
chr1	33433752	33434625	Gm37591	-179197	distal
chr1	33708578	33709315	Prim2	0	promoter
chr1	33711320	33712177	Prim2	-2445	distal
chr1	33719733	33720574	Prim2	-10858	distal
chr1	33721220	33722048	Prim2	-12345	distal
chr1	33723284	33724500	Prim2	-14409	distal
chr1	33758628	33759531	Rab23	0	promoter
chr1	33758628	33759531	Gm57180	0	promoter
chr1	33773077	33773980	Rab23	13590	distal
chr1	33778176	33779093	Rab23	0	distal
chr1	33778176	33779093	Bag2	17729	distal
chr1	33781654	33782541	Bag2	14281	distal
chr1	33792849	33793611	Bag2	3211	distal
chr1	33793894	33794775	Bag2	2047	distal
chr1	33796325	33797189	Bag2	0	promoter
chr1	33805625	33806566	Zfp451	0	distal
chr1	33805625	33806566	Bag2	-8750	distal
chr1	33853105	33853973	Zfp451	0	promoter
chr1	33946496	33947416	Dst	0	promoter
chr1	33946496	33947416	Bend6	0	promoter
chr1	34009496	34010075	Dst	-34888	distal
chr1	34014228	34014968	Dst	-29995	distal
chr1	34031510	34032418	Dst	-12545	distal
chr1	34044651	34045431	Dst	0	promoter
chr1	34050211	34051129	Dst	0	promoter
chr1	34099940	34100766	Dst	49035	distal
chr1	34116062	34116980	Dst	65157	distal
chr1	34135896	34136679	Dst	-62732	distal
chr1	34159115	34159948	Dst	-39463	distal
chr1	34162145	34163015	Dst	-36396	distal
chr1	34169605	34170503	Dst	-28908	distal
chr1	34171906	34172726	Dst	-26685	distal
chr1	34174367	34175280	Dst	-24131	distal
chr1	34178992	34179784	Dst	-19627	distal
chr1	34182183	34182999	Dst	-16412	distal
chr1	34203405	34204303	Dst	3995	distal
chr1	34206588	34207412	Gm26788	0	distal
chr1	34206588	34207412	Dst	7178	distal
chr1	34213684	34214504	Dst	0	distal
chr1	34213684	34214504	Gm26788	2848	distal
chr1	34257180	34258059	Dst	0	distal
chr1	34257180	34258059	Gm26788	-39829	distal
chr1	34269881	34270724	Dst	0	distal
chr1	34269881	34270724	Gm26788	-52530	distal
chr1	34275172	34276001	Dst	0	distal
chr1	34275172	34276001	Gm26788	-57821	distal
chr1	34276594	34277309	Gm26788	-59243	distal
chr1	34276594	34277309	Dst	0	distal
chr1	34277432	34277703	Dst	0	distal
chr1	34277432	34277703	Gm26788	-60081	distal
chr1	34345506	34346412	Dst	0	distal
chr1	34345506	34346412	Gm37958	22976	distal
chr1	34471091	34471918	Gm37233	503	distal
chr1	34473562	34474463	Gm37233	-1142	distal
chr1	34478209	34479151	Gm28306	0	distal
chr1	34478209	34479151	Ccdc115	0	promoter
chr1	34478209	34479151	Imp4	0	promoter
